pdv_anonimizado,codigo_barras_sku,first_date,last_date,history_days,fill_rate,fill_rate_last_30,fill_rate_last_90,fill_rate_last_120,total_sales,mean_sales,days_since_last_sale,global_max_date,series_class
11,7894900701326,2023-08-10,2024-12-09,488,0.422,0.633,0.533,0.558,493.0,1.01,1,2024-12-10,C
11,7894900701609,2022-12-01,2024-12-09,740,0.891,1.0,0.922,0.842,10167.0,13.74,1,2024-12-10,A
11,7894900701753,2022-12-01,2024-12-09,740,0.835,1.0,0.911,0.908,4830.0,6.53,1,2024-12-10,A
11,7894900702118,2022-12-01,2024-12-09,740,0.828,1.0,0.989,0.958,5834.0,7.88,1,2024-12-10,A
11,7894900702323,2022-12-02,2024-09-16,655,0.802,1.0,0.767,0.733,24820.0,37.89,85,2024-12-10,D
11,7894900704211,2022-12-01,2024-12-04,735,0.66,0.7,0.6,0.65,14333.0,19.5,6,2024-12-10,B
11,7894900708394,2022-12-01,2024-12-09,740,0.988,1.0,1.0,0.992,35748.0,48.31,1,2024-12-10,A
11,7894900709841,2024-04-30,2024-12-06,221,0.09,0.2,0.067,0.133,32.0,0.14,4,2024-12-10,C
11,7894900709919,2024-12-03,2024-12-03,1,1.0,1.0,1.0,1.0,4.0,4.0,7,2024-12-10,C
11,7896045501038,2022-12-02,2023-09-17,290,0.707,0.867,0.778,0.775,772.0,2.66,450,2024-12-10,D
11,7896045502066,2023-07-07,2023-07-07,1,1.0,1.0,1.0,1.0,9.0,9.0,522,2024-12-10,D
11,7896045503414,2022-12-01,2024-10-13,683,0.515,0.5,0.511,0.417,3536.0,5.18,58,2024-12-10,D
11,7896045503452,2022-12-03,2024-11-30,729,0.364,0.367,0.356,0.3,1695.0,2.33,10,2024-12-10,C
11,7896045504367,2023-10-20,2023-12-21,63,0.032,0.033,0.032,0.032,3.0,0.05,355,2024-12-10,D
11,7896045504541,2023-01-09,2023-11-10,306,0.078,0.267,0.133,0.1,98.0,0.32,396,2024-12-10,D
11,7896045504688,2022-12-02,2024-10-08,677,0.059,0.067,0.089,0.067,429.0,0.63,63,2024-12-10,D
11,7896045504763,2022-12-01,2024-12-03,734,0.32,0.133,0.244,0.3,512.0,0.7,7,2024-12-10,C
11,7896045504831,2022-12-01,2024-04-09,496,0.651,0.067,0.033,0.067,19660.0,39.64,245,2024-12-10,D
11,7896045504848,2022-12-02,2023-11-15,349,0.476,0.567,0.511,0.5,436.0,1.25,391,2024-12-10,D
11,7896045505319,2022-12-01,2024-12-08,739,0.472,0.733,0.611,0.583,2843.0,3.85,2,2024-12-10,C
11,7896045505340,2022-12-01,2024-12-03,734,0.383,0.033,0.211,0.242,1658.0,2.26,7,2024-12-10,C
11,7896045505784,2022-12-03,2024-03-10,464,0.106,0.233,0.244,0.217,73.0,0.16,275,2024-12-10,D
11,7896045506040,2022-12-01,2024-12-09,740,0.785,0.4,0.5,0.583,7545.0,10.2,1,2024-12-10,C
11,7896045506057,2022-12-01,2024-12-02,733,0.27,0.133,0.089,0.125,378.0,0.52,8,2024-12-10,C
11,7896045506064,2022-12-02,2023-09-09,282,0.773,0.967,0.956,0.783,3684.0,13.06,458,2024-12-10,D
11,7896045506071,2023-01-07,2023-09-02,239,0.172,0.267,0.244,0.2,48.0,0.2,465,2024-12-10,D
11,7896045506095,2022-12-02,2024-12-09,739,0.579,0.733,0.722,0.625,4981.0,6.74,1,2024-12-10,B
11,7896045506187,2022-12-09,2024-11-20,713,0.097,0.1,0.078,0.058,197.0,0.28,20,2024-12-10,C
11,7896045506217,2023-12-24,2024-03-29,97,0.423,0.367,0.4,0.423,86.0,0.89,256,2024-12-10,D
11,7896045506248,2023-12-24,2024-04-25,124,0.798,0.633,0.844,0.808,1250.0,10.08,229,2024-12-10,D
11,7896045506316,2023-02-01,2024-12-08,677,0.188,0.267,0.322,0.325,216.0,0.32,2,2024-12-10,C
11,7896045506408,2022-12-08,2024-01-06,395,0.572,0.367,0.533,0.517,683.0,1.73,339,2024-12-10,D
11,7896045506415,2022-12-02,2024-12-07,737,0.532,0.533,0.633,0.675,4306.0,5.84,3,2024-12-10,B
11,7896045506422,2023-01-28,2024-12-08,681,0.235,0.267,0.256,0.292,302.0,0.44,2,2024-12-10,C
11,7896045506439,2022-12-02,2024-11-15,715,0.607,0.5,0.6,0.633,3835.0,5.36,25,2024-12-10,B
11,7896045506446,2022-12-02,2024-10-06,675,0.259,0.433,0.233,0.208,357.0,0.53,65,2024-12-10,D
11,7896045506507,2022-12-01,2024-12-08,739,0.244,0.667,0.522,0.442,683.0,0.92,2,2024-12-10,C
11,7896045506514,2022-12-02,2024-11-29,729,0.11,0.067,0.144,0.142,177.0,0.24,11,2024-12-10,C
11,7896045506590,2022-12-01,2024-12-09,740,0.528,0.967,0.967,0.917,8268.0,11.17,1,2024-12-10,B
11,7896045506682,2022-12-01,2024-12-08,739,0.277,0.1,0.067,0.15,997.0,1.35,2,2024-12-10,C
11,7896045506705,2022-12-01,2024-09-23,663,0.394,0.133,0.089,0.075,3132.0,4.72,78,2024-12-10,D
11,7896045506712,2022-12-24,2022-12-24,1,1.0,1.0,1.0,1.0,1.0,1.0,717,2024-12-10,D
11,7896045506859,2023-04-05,2024-12-07,613,0.365,0.867,0.822,0.7,1930.0,3.15,3,2024-12-10,C
11,7896045506866,2024-04-12,2024-11-24,227,0.145,0.633,0.322,0.242,75.0,0.33,16,2024-12-10,C
11,7896045506873,2023-09-07,2024-12-09,460,0.959,1.0,1.0,1.0,46742.0,101.61,1,2024-12-10,A
11,7896045506910,2023-09-26,2024-12-01,433,0.727,0.2,0.478,0.575,7362.0,17.0,9,2024-12-10,C
11,7896045506934,2023-10-10,2024-12-09,427,0.948,1.0,1.0,1.0,30000.0,70.26,1,2024-12-10,A
11,7896045507054,2023-12-15,2024-10-21,312,0.638,1.0,0.911,0.875,2065.0,6.62,50,2024-12-10,D
11,7896045512317,2022-12-01,2024-12-09,740,0.792,0.967,0.9,0.867,17045.0,23.03,1,2024-12-10,B
11,7896045523412,2022-12-01,2023-10-06,310,0.958,0.767,0.9,0.925,22240.0,71.74,431,2024-12-10,D
11,7896050200957,2022-12-23,2023-11-26,339,0.074,0.2,0.089,0.083,44.0,0.13,380,2024-12-10,D
11,7896050201039,2023-01-03,2023-12-23,355,0.104,0.067,0.167,0.158,66.0,0.19,353,2024-12-10,D
11,7896050201145,2022-12-03,2023-12-23,386,0.127,0.067,0.067,0.067,76.0,0.2,353,2024-12-10,D
11,7896050201176,2022-12-17,2024-12-08,723,0.245,0.2,0.167,0.192,342.0,0.47,2,2024-12-10,C
11,7896050201220,2022-12-18,2024-12-08,722,0.22,0.3,0.189,0.2,290.0,0.4,2,2024-12-10,C
11,7896050201237,2022-12-18,2024-12-04,718,0.166,0.233,0.267,0.275,208.0,0.29,6,2024-12-10,C
11,7896050201343,2022-12-18,2024-12-07,721,0.166,0.2,0.211,0.25,214.0,0.3,3,2024-12-10,C
11,7896050201428,2023-04-02,2024-12-08,617,0.216,0.267,0.189,0.225,217.0,0.35,2,2024-12-10,C
11,7896050201442,2023-03-04,2024-11-30,638,0.094,0.1,0.067,0.1,92.0,0.14,10,2024-12-10,C
11,7896052603497,2022-12-15,2024-12-09,726,0.434,0.367,0.511,0.625,1700.0,2.34,1,2024-12-10,C
11,7896052603503,2023-01-21,2024-08-07,565,0.044,0.033,0.011,0.008,41.0,0.07,125,2024-12-10,D
11,7896052604975,2022-12-08,2024-12-09,733,0.518,0.467,0.478,0.608,2802.0,3.82,1,2024-12-10,C
11,7896052604999,2022-12-01,2024-12-02,733,0.254,0.233,0.478,0.5,1134.0,1.55,8,2024-12-10,C
11,7896052606191,2023-01-19,2024-11-29,681,0.361,0.167,0.178,0.258,1410.0,2.07,11,2024-12-10,C
11,7896052607044,2022-12-01,2024-12-09,740,0.493,0.533,0.789,0.725,1185.0,1.6,1,2024-12-10,C
11,7896052607129,2022-12-01,2024-12-09,740,0.469,0.7,0.889,0.825,1088.0,1.47,1,2024-12-10,C
11,7896052607167,2024-07-04,2024-12-09,159,0.447,0.033,0.178,0.35,322.0,2.03,1,2024-12-10,C
11,7896052607228,2022-12-01,2024-12-01,732,0.235,0.233,0.356,0.433,1015.0,1.39,9,2024-12-10,C
11,7896052607587,2022-12-01,2024-12-07,738,0.282,0.267,0.333,0.45,1595.0,2.16,3,2024-12-10,C
11,7896263500011,2022-12-01,2024-12-09,740,0.911,0.933,0.944,0.958,6198.0,8.38,1,2024-12-10,A
11,7896263500141,2022-12-03,2024-12-09,738,0.923,0.533,0.833,0.825,4266.0,5.78,1,2024-12-10,B
11,7896263502541,2024-03-05,2024-12-09,280,0.8,1.0,1.0,0.958,1434.0,5.12,1,2024-12-10,A
11,7896263503036,2024-02-02,2024-12-09,312,0.843,0.867,0.889,0.875,1220.0,3.91,1,2024-12-10,A
11,7896263503913,2022-12-03,2024-11-27,726,0.686,0.467,0.711,0.783,4929.0,6.79,13,2024-12-10,C
11,7896263503920,2022-12-03,2024-12-09,738,0.501,0.767,0.656,0.6,1908.0,2.59,1,2024-12-10,B
11,7896336809768,2022-12-02,2022-12-22,21,0.19,0.19,0.19,0.19,9.0,0.43,719,2024-12-10,D
11,7896336809775,2022-12-30,2023-03-10,71,0.056,0.033,0.056,0.056,6.0,0.08,641,2024-12-10,D
11,7896336809799,2022-12-02,2023-07-30,241,0.012,0.033,0.011,0.008,4.0,0.02,499,2024-12-10,D
11,7896371000007,2022-12-01,2024-12-08,739,0.59,0.5,0.467,0.417,4083.0,5.53,2,2024-12-10,B
11,7896371000021,2022-12-04,2023-08-03,243,0.37,0.367,0.344,0.358,236.0,0.97,495,2024-12-10,D
11,7896371000175,2023-01-08,2024-10-04,636,0.09,0.233,0.2,0.183,163.0,0.26,67,2024-12-10,D
11,7896371000182,2023-05-03,2024-02-05,279,0.097,0.2,0.067,0.05,167.0,0.6,309,2024-12-10,D
11,7896371000199,2023-01-05,2023-07-27,204,0.083,0.167,0.089,0.083,18.0,0.09,502,2024-12-10,D
11,7896371000205,2022-12-30,2023-08-11,225,0.124,0.367,0.189,0.167,39.0,0.17,487,2024-12-10,D
11,7896371000212,2023-01-22,2023-10-08,260,0.096,0.067,0.167,0.15,30.0,0.12,429,2024-12-10,D
11,7896371000229,2022-12-02,2023-07-22,233,0.056,0.233,0.089,0.067,20.0,0.09,507,2024-12-10,D
11,7896371000236,2023-03-01,2023-06-30,122,0.057,0.033,0.033,0.05,12.0,0.1,529,2024-12-10,D
11,7896371000328,2024-09-25,2024-11-20,57,0.07,0.033,0.07,0.07,60.0,1.05,20,2024-12-10,C
11,7896843200119,2022-12-02,2024-12-09,739,0.732,0.767,0.9,0.883,2691.0,3.64,1,2024-12-10,B
11,7896843200201,2022-12-01,2024-12-09,740,0.715,0.9,0.922,0.883,2239.0,3.03,1,2024-12-10,B
11,7896843200218,2022-12-02,2024-12-09,739,0.705,0.733,0.878,0.867,2266.0,3.07,1,2024-12-10,B
11,7896843200249,2022-12-01,2024-12-09,740,0.739,0.967,0.967,0.95,2217.0,3.0,1,2024-12-10,B
11,7896843200263,2022-12-02,2024-12-09,739,0.815,0.933,0.956,0.933,2909.0,3.94,1,2024-12-10,A
11,7896843200539,2022-12-01,2024-12-09,740,0.668,0.767,0.867,0.833,1970.0,2.66,1,2024-12-10,B
11,7896843201017,2022-12-01,2024-12-09,740,0.755,0.533,0.789,0.808,2598.0,3.51,1,2024-12-10,B
11,7896843201079,2022-12-01,2024-12-09,740,0.746,0.867,0.9,0.875,2259.0,3.05,1,2024-12-10,B
11,7897395000578,2022-12-01,2024-11-19,720,0.329,0.2,0.244,0.25,2064.0,2.87,21,2024-12-10,C
11,7897395000585,2022-12-03,2024-04-13,498,0.034,0.033,0.011,0.025,23.0,0.05,241,2024-12-10,D
11,7897395000769,2022-12-18,2023-07-21,216,0.176,0.133,0.178,0.167,143.0,0.66,508,2024-12-10,D
11,7897395000882,2022-12-02,2024-12-06,736,0.281,0.367,0.344,0.358,1539.0,2.09,4,2024-12-10,C
11,7897395000912,2023-01-21,2024-12-08,688,0.064,0.133,0.1,0.108,152.0,0.22,2,2024-12-10,C
11,7897395000943,2022-12-01,2024-12-09,740,0.709,0.9,0.733,0.725,3767.0,5.09,1,2024-12-10,B
11,7897395000950,2022-12-06,2024-11-28,724,0.037,0.1,0.044,0.033,180.0,0.25,12,2024-12-10,C
11,7897395001032,2022-12-01,2024-12-07,738,0.137,0.233,0.167,0.192,789.0,1.07,3,2024-12-10,C
11,7897395001049,2023-04-07,2024-08-11,493,0.03,0.067,0.022,0.033,17.0,0.03,121,2024-12-10,D
11,7897395001063,2022-12-02,2024-12-07,737,0.524,0.4,0.367,0.392,1628.0,2.21,3,2024-12-10,C
11,7897395001070,2023-01-21,2024-10-12,631,0.024,0.067,0.033,0.033,24.0,0.04,59,2024-12-10,D
11,7897395001766,2023-04-01,2023-10-07,190,0.358,0.4,0.267,0.283,155.0,0.82,430,2024-12-10,D
11,7897395020101,2022-12-01,2024-12-09,740,0.851,0.967,0.933,0.95,19905.0,26.9,1,2024-12-10,A
11,7897395020194,2022-12-01,2024-12-09,740,0.946,1.0,0.978,0.967,11661.0,15.76,1,2024-12-10,A
11,7897395020200,2022-12-11,2024-12-08,729,0.165,0.433,0.311,0.325,156.0,0.21,2,2024-12-10,C
11,7897395020347,2023-01-27,2023-03-18,51,0.059,0.067,0.059,0.059,5.0,0.1,633,2024-12-10,D
11,7897395040390,2022-12-01,2024-12-09,740,0.897,0.967,0.933,0.942,14797.0,20.0,1,2024-12-10,A
11,7897395040659,2024-05-14,2024-11-22,193,0.166,0.1,0.111,0.133,90.0,0.47,18,2024-12-10,C
11,7897395060107,2022-12-01,2024-12-09,740,0.972,1.0,1.0,1.0,68355.0,92.37,1,2024-12-10,A
11,7897395060138,2022-12-18,2022-12-18,1,1.0,1.0,1.0,1.0,1.0,1.0,723,2024-12-10,D
11,7897395060237,2022-12-02,2024-12-09,739,0.671,0.833,0.856,0.842,4936.0,6.68,1,2024-12-10,B
11,7897395099329,2022-12-01,2024-12-09,740,0.985,1.0,1.0,0.983,58402.0,78.92,1,2024-12-10,A
11,7897395099336,2022-12-02,2024-12-09,739,0.834,0.933,0.967,0.975,4327.0,5.86,1,2024-12-10,A
11,7897395099367,2023-01-10,2023-08-27,230,0.052,0.1,0.033,0.05,44.0,0.19,471,2024-12-10,D
11,7897395099664,2024-02-23,2024-09-07,198,0.015,0.033,0.022,0.017,3.0,0.02,94,2024-12-10,D
11,7897395099695,2023-08-25,2024-11-30,464,0.278,0.5,0.411,0.4,508.0,1.09,10,2024-12-10,C
11,7897516700134,2022-12-01,2024-12-09,740,0.609,0.9,0.867,0.817,8179.0,11.05,1,2024-12-10,B
11,7897516700141,2022-12-01,2024-12-09,740,0.976,0.967,0.989,0.992,32465.0,43.87,1,2024-12-10,A
11,7897516700462,2022-12-01,2024-12-09,740,0.958,0.9,0.956,0.958,10879.0,14.7,1,2024-12-10,A
11,7898099394055,2022-12-03,2023-06-28,208,0.221,0.333,0.244,0.25,84.0,0.4,531,2024-12-10,D
11,7898099394642,2022-12-13,2023-04-18,127,0.071,0.033,0.067,0.058,12.0,0.09,602,2024-12-10,D
11,7898099396257,2023-04-02,2024-12-06,615,0.208,0.267,0.244,0.283,245.0,0.4,4,2024-12-10,C
11,7898230710102,2022-12-03,2024-12-07,736,0.223,0.333,0.233,0.217,292.0,0.4,3,2024-12-10,C
11,7898230710201,2023-02-05,2024-11-30,665,0.296,0.2,0.144,0.158,411.0,0.62,10,2024-12-10,C
11,7898230715213,2022-12-02,2024-12-09,739,0.315,0.2,0.3,0.35,465.0,0.63,1,2024-12-10,C
11,7898230715558,2022-12-03,2024-11-23,722,0.432,0.467,0.467,0.475,669.0,0.93,17,2024-12-10,C
11,7898230716616,2022-12-01,2024-09-29,669,0.254,0.267,0.289,0.217,566.0,0.85,72,2024-12-10,D
11,7898230716623,2023-09-12,2023-09-12,1,1.0,1.0,1.0,1.0,2.0,2.0,455,2024-12-10,D
11,7898230716630,2022-12-02,2024-12-08,738,0.407,0.167,0.367,0.4,947.0,1.28,2,2024-12-10,C
11,7898230716654,2022-12-01,2024-12-08,739,0.482,0.167,0.467,0.558,1255.0,1.7,2,2024-12-10,C
11,7898230716661,2024-06-16,2024-07-10,25,0.08,0.08,0.08,0.08,3.0,0.12,153,2024-12-10,D
11,7898230716708,2022-12-01,2023-04-19,140,0.5,0.8,0.511,0.475,367.0,2.62,601,2024-12-10,D
11,7898230716722,2022-12-02,2024-12-08,738,0.244,0.267,0.511,0.5,534.0,0.72,2,2024-12-10,C
11,7898230716753,2022-12-11,2023-12-12,367,0.267,0.333,0.344,0.325,185.0,0.5,364,2024-12-10,D
11,7898230716784,2022-12-02,2024-12-08,738,0.459,0.433,0.567,0.567,1403.0,1.9,2,2024-12-10,C
11,7898235984140,2023-01-27,2023-10-27,274,0.066,0.1,0.089,0.083,21.0,0.08,410,2024-12-10,D
11,7898235984157,2023-01-08,2023-09-09,245,0.057,0.133,0.1,0.075,20.0,0.08,458,2024-12-10,D
11,7898367980010,2022-12-01,2024-07-20,598,0.341,0.133,0.078,0.108,860.0,1.44,143,2024-12-10,D
11,7898367980034,2022-12-03,2023-08-15,256,0.277,0.3,0.322,0.275,214.0,0.84,483,2024-12-10,D
11,7898367980041,2022-12-06,2024-12-07,733,0.27,0.533,0.367,0.275,548.0,0.75,3,2024-12-10,C
11,7898367980058,2022-12-24,2024-01-19,392,0.026,0.033,0.011,0.008,12.0,0.03,326,2024-12-10,D
11,7898367983615,2022-12-08,2023-09-09,276,0.109,0.167,0.089,0.092,60.0,0.22,458,2024-12-10,D
11,7898367983790,2022-12-01,2024-12-09,740,0.658,0.767,0.822,0.758,6298.0,8.51,1,2024-12-10,B
11,7898367983813,2022-12-01,2024-09-19,659,0.338,0.233,0.178,0.175,673.0,1.02,82,2024-12-10,D
11,7898367984018,2022-12-02,2024-12-09,739,0.225,0.367,0.456,0.4,315.0,0.43,1,2024-12-10,C
11,7898367984056,2022-12-11,2024-12-08,729,0.39,0.333,0.4,0.45,983.0,1.35,2,2024-12-10,C
11,7898367984070,2023-03-02,2024-12-08,648,0.04,0.2,0.122,0.092,57.0,0.09,2,2024-12-10,C
11,7898367984117,2023-01-27,2024-08-10,562,0.014,0.1,0.044,0.033,48.0,0.09,122,2024-12-10,D
11,7898367984254,2023-01-13,2024-10-12,639,0.252,0.1,0.089,0.108,390.0,0.61,59,2024-12-10,D
11,7898367984285,2022-12-04,2024-05-25,539,0.206,0.133,0.111,0.1,510.0,0.95,199,2024-12-10,D
11,7898367984292,2023-03-11,2024-04-03,390,0.036,0.067,0.033,0.033,16.0,0.04,251,2024-12-10,D
11,7898367984308,2024-01-22,2024-01-22,1,1.0,1.0,1.0,1.0,1.0,1.0,323,2024-12-10,D
11,7898367984315,2022-12-02,2023-06-07,188,0.293,0.167,0.178,0.208,115.0,0.61,552,2024-12-10,D
11,7898367984346,2022-12-01,2024-11-17,718,0.302,0.133,0.078,0.067,953.0,1.33,23,2024-12-10,C
11,7898367984377,2022-12-01,2024-12-09,740,0.488,0.667,0.822,0.792,2508.0,3.39,1,2024-12-10,C
11,7898367984384,2022-12-11,2024-12-07,728,0.089,0.133,0.311,0.25,107.0,0.15,3,2024-12-10,C
11,7898377660377,2024-05-09,2024-11-26,202,0.49,0.6,0.533,0.558,252.0,1.25,14,2024-12-10,C
11,7898377660575,2023-02-19,2023-09-29,223,0.049,0.033,0.044,0.033,36.0,0.16,438,2024-12-10,D
11,7898377660971,2024-04-27,2024-12-07,225,0.458,0.333,0.467,0.5,286.0,1.27,3,2024-12-10,C
11,7898377660995,2024-04-27,2024-12-01,219,0.466,0.5,0.467,0.525,312.0,1.42,9,2024-12-10,C
11,7898377661015,2024-04-13,2024-12-01,233,0.536,0.433,0.6,0.642,409.0,1.76,9,2024-12-10,C
11,7898377661039,2024-05-18,2024-12-01,198,0.237,0.233,0.222,0.275,98.0,0.49,9,2024-12-10,C
11,7898377661060,2022-12-01,2024-11-16,717,0.314,0.167,0.378,0.375,1734.0,2.42,24,2024-12-10,C
11,7898377661077,2023-10-09,2024-09-28,356,0.025,0.1,0.067,0.058,15.0,0.04,73,2024-12-10,D
11,7898377661145,2024-04-13,2024-12-06,238,0.534,0.367,0.422,0.525,430.0,1.81,4,2024-12-10,C
11,7898377661169,2024-04-21,2024-12-01,225,0.564,0.433,0.633,0.65,561.0,2.49,9,2024-12-10,C
11,7898605250400,2022-12-01,2023-09-03,277,0.159,0.567,0.267,0.233,137.0,0.49,464,2024-12-10,D
11,7898605251827,2022-12-02,2024-12-09,739,0.304,0.667,0.6,0.542,572.0,0.77,1,2024-12-10,C
11,7898605252527,2023-07-26,2024-03-19,238,0.416,0.2,0.2,0.233,251.0,1.05,266,2024-12-10,D
11,7898605253272,2022-12-01,2024-12-08,739,0.303,0.267,0.189,0.192,1173.0,1.59,2,2024-12-10,C
11,7898605253777,2022-12-01,2023-08-19,262,0.095,0.267,0.122,0.1,69.0,0.26,479,2024-12-10,D
11,7898605253852,2022-12-01,2023-12-30,395,0.197,0.367,0.189,0.142,358.0,0.91,346,2024-12-10,D
11,7898605254132,2022-12-03,2024-12-08,737,0.383,0.5,0.367,0.442,1053.0,1.43,2,2024-12-10,C
11,7898605254309,2023-07-29,2024-01-18,174,0.816,0.9,0.811,0.817,958.0,5.51,327,2024-12-10,D
11,7898628360292,2023-02-03,2023-09-15,225,0.084,0.233,0.1,0.092,22.0,0.1,452,2024-12-10,D
11,7898628360537,2022-12-23,2023-04-19,118,0.068,0.067,0.056,0.068,15.0,0.13,601,2024-12-10,D
11,7898628360544,2023-02-14,2023-06-10,117,0.068,0.067,0.056,0.068,11.0,0.09,549,2024-12-10,D
11,7898628360551,2022-12-14,2023-08-26,256,0.039,0.067,0.022,0.017,10.0,0.04,472,2024-12-10,D
11,7898628360568,2022-12-20,2023-08-08,232,0.086,0.133,0.078,0.075,47.0,0.2,490,2024-12-10,D
11,7898628360575,2023-02-10,2023-10-27,260,0.1,0.133,0.122,0.108,34.0,0.13,410,2024-12-10,D
11,7898628361237,2022-12-06,2023-02-05,62,0.129,0.233,0.129,0.129,20.0,0.32,674,2024-12-10,D
11,7898628361244,2022-12-09,2023-04-28,141,0.05,0.1,0.044,0.042,18.0,0.13,592,2024-12-10,D
11,7898628361251,2022-12-06,2023-10-12,311,0.074,0.2,0.211,0.158,47.0,0.15,425,2024-12-10,D
11,7898628361268,2023-01-13,2023-10-11,272,0.099,0.333,0.167,0.125,45.0,0.17,426,2024-12-10,D
11,7898628361275,2022-12-02,2023-02-03,64,0.125,0.133,0.125,0.125,9.0,0.14,676,2024-12-10,D
11,7898628361282,2022-12-02,2023-01-28,58,0.086,0.1,0.086,0.086,16.0,0.28,682,2024-12-10,D
11,7898628361299,2023-01-21,2023-10-28,281,0.078,0.067,0.144,0.125,44.0,0.16,409,2024-12-10,D
11,7898628361305,2022-12-02,2023-09-15,288,0.09,0.533,0.189,0.142,40.0,0.14,452,2024-12-10,D
11,7898628361312,2022-12-22,2023-10-11,294,0.082,0.2,0.144,0.125,35.0,0.12,426,2024-12-10,D
11,7898700710656,2023-07-08,2024-06-28,357,0.252,0.3,0.3,0.283,299.0,0.84,165,2024-12-10,D
11,7898700710663,2022-12-06,2023-12-05,365,0.033,0.267,0.1,0.075,21.0,0.06,371,2024-12-10,D
11,7898738660053,2024-03-02,2024-12-08,282,0.387,0.533,0.567,0.608,616.0,2.18,2,2024-12-10,C
11,7898904771606,2022-12-16,2022-12-16,1,1.0,1.0,1.0,1.0,1.0,1.0,725,2024-12-10,D
11,7898904771729,2022-12-01,2022-12-16,16,0.375,0.375,0.375,0.375,13.0,0.81,725,2024-12-10,D
11,7898911020384,2022-12-03,2023-05-19,168,0.06,0.133,0.078,0.067,16.0,0.1,571,2024-12-10,D
11,7898911020391,2022-12-04,2024-10-24,691,0.041,0.067,0.033,0.025,35.0,0.05,47,2024-12-10,D
11,7898911020407,2022-12-13,2023-09-26,288,0.042,0.033,0.022,0.033,13.0,0.05,441,2024-12-10,D
11,7898911020483,2022-12-04,2024-12-06,734,0.095,0.2,0.178,0.175,88.0,0.12,4,2024-12-10,C
11,7898915949148,2022-12-01,2023-09-21,295,0.159,0.167,0.089,0.083,132.0,0.45,446,2024-12-10,D
11,7898915949155,2022-12-04,2023-08-31,271,0.306,0.267,0.244,0.233,413.0,1.52,467,2024-12-10,D
11,7898915949162,2022-12-01,2024-12-09,740,0.65,0.9,0.878,0.858,4996.0,6.75,1,2024-12-10,B
11,7898915949193,2022-12-01,2024-12-09,740,0.916,0.967,0.989,0.975,17513.0,23.67,1,2024-12-10,A
11,7898915949209,2022-12-01,2024-12-09,740,0.993,1.0,1.0,1.0,77083.0,104.17,1,2024-12-10,A
11,7898915949216,2022-12-01,2024-12-09,740,0.638,0.867,0.778,0.775,6819.0,9.21,1,2024-12-10,B
11,7898915949391,2023-08-18,2023-09-10,24,0.375,0.375,0.375,0.375,36.0,1.5,457,2024-12-10,D
11,7898915949636,2022-12-02,2023-09-01,274,0.109,0.167,0.156,0.133,82.0,0.3,466,2024-12-10,D
11,7898915949674,2022-12-01,2024-12-09,740,0.684,1.0,0.978,0.975,12892.0,17.42,1,2024-12-10,B
11,7898915949797,2022-12-01,2024-12-09,740,0.853,1.0,0.967,0.958,16464.0,22.25,1,2024-12-10,A
11,7898915949940,2023-05-13,2024-12-08,576,0.502,0.867,0.8,0.75,4373.0,7.59,2,2024-12-10,B
11,7898915949957,2023-05-19,2024-12-07,569,0.415,0.7,0.589,0.575,1510.0,2.65,3,2024-12-10,C
11,7898915949964,2023-05-11,2024-12-09,579,0.722,0.967,0.944,0.958,4118.0,7.11,1,2024-12-10,B
11,7898925943013,2023-01-07,2023-11-12,310,0.139,0.067,0.1,0.092,104.0,0.34,394,2024-12-10,D
11,7898925943020,2022-12-02,2024-12-08,738,0.499,0.633,0.667,0.633,1102.0,1.49,2,2024-12-10,C
11,7898925943037,2022-12-02,2024-12-08,738,0.286,0.6,0.367,0.375,503.0,0.68,2,2024-12-10,C
11,7898925943075,2022-12-02,2024-12-08,738,0.167,0.267,0.2,0.233,184.0,0.25,2,2024-12-10,C
11,7898925943624,2022-12-03,2022-12-12,10,0.5,0.5,0.5,0.5,14.0,1.4,729,2024-12-10,D
11,7898925943709,2022-12-02,2024-12-09,739,0.207,0.5,0.278,0.225,312.0,0.42,1,2024-12-10,C
11,7898929988263,2022-12-08,2023-08-26,262,0.034,0.1,0.033,0.025,10.0,0.04,472,2024-12-10,D
11,7898933034901,2022-12-01,2023-11-11,346,0.038,0.033,0.022,0.033,14.0,0.04,395,2024-12-10,D
11,7898949162469,2022-12-27,2023-10-08,286,0.056,0.167,0.122,0.092,21.0,0.07,429,2024-12-10,D
11,7898949162681,2023-04-26,2023-09-05,133,0.068,0.2,0.078,0.067,11.0,0.08,462,2024-12-10,D
11,7898949162704,2023-02-25,2023-09-05,193,0.052,0.133,0.044,0.033,12.0,0.06,462,2024-12-10,D
11,7898949162711,2023-03-30,2023-10-11,196,0.087,0.233,0.122,0.092,24.0,0.12,426,2024-12-10,D
11,7898951721012,2022-12-12,2023-01-14,34,0.147,0.133,0.147,0.147,6.0,0.18,696,2024-12-10,D
11,7898951721043,2022-12-18,2022-12-29,12,0.167,0.167,0.167,0.167,2.0,0.17,712,2024-12-10,D
11,7898951721142,2022-12-13,2023-01-14,33,0.212,0.2,0.212,0.212,8.0,0.24,696,2024-12-10,D
11,7898951721241,2023-01-05,2023-01-08,4,0.75,0.75,0.75,0.75,4.0,1.0,702,2024-12-10,D
11,7898953990010,2022-12-01,2023-08-22,265,0.023,0.033,0.011,0.008,18.0,0.07,476,2024-12-10,D
