pdv_anonimizado,codigo_barras_sku,first_date,last_date,history_days,fill_rate,fill_rate_last_30,fill_rate_last_90,fill_rate_last_120,total_sales,mean_sales,days_since_last_sale,global_max_date,series_class
3,7898960889215,2022-12-23,2023-07-17,207,0.097,0.133,0.078,0.075,28.0,0.14,512,2024-12-10,D
3,7898960889246,2022-12-23,2023-07-13,203,0.108,0.1,0.067,0.075,29.0,0.14,516,2024-12-10,D
3,7898962603055,2023-04-16,2024-10-29,563,0.048,0.3,0.133,0.1,28.0,0.05,42,2024-12-10,D
3,7898962603079,2023-05-06,2024-12-08,583,0.043,0.033,0.056,0.05,28.0,0.05,2,2024-12-10,C
3,7898962603093,2023-05-11,2024-09-01,480,0.029,0.133,0.044,0.042,16.0,0.03,100,2024-12-10,D
3,7898962603130,2023-05-11,2024-05-08,364,0.033,0.1,0.044,0.042,12.0,0.03,216,2024-12-10,D
3,7898962603222,2023-04-23,2024-11-02,560,0.075,0.133,0.111,0.1,49.0,0.09,38,2024-12-10,D
3,7898968025257,2023-12-16,2024-12-07,358,0.101,0.133,0.089,0.117,52.0,0.15,3,2024-12-10,C
3,7898968025264,2023-12-31,2024-12-08,344,0.201,0.233,0.2,0.225,91.0,0.26,2,2024-12-10,C
3,7898968025530,2023-04-15,2024-11-22,588,0.048,0.067,0.033,0.05,43.0,0.07,18,2024-12-10,C
3,7898994520610,2022-12-09,2023-09-07,273,0.048,0.2,0.067,0.05,17.0,0.06,460,2024-12-10,D
3,7898994520627,2022-12-09,2023-08-12,247,0.045,0.067,0.033,0.033,22.0,0.09,486,2024-12-10,D
3,7898994520634,2022-12-09,2024-04-14,493,0.075,0.2,0.178,0.15,58.0,0.12,240,2024-12-10,D
3,7898994717225,2022-12-04,2024-11-28,726,0.066,0.133,0.122,0.125,73.0,0.1,12,2024-12-10,C
3,7898994717232,2022-12-16,2024-10-25,680,0.04,0.133,0.044,0.033,32.0,0.05,46,2024-12-10,D
3,7898994717263,2022-12-24,2024-10-23,670,0.03,0.033,0.044,0.033,21.0,0.03,48,2024-12-10,D
3,7898994717270,2024-11-10,2024-12-01,22,0.091,0.091,0.091,0.091,2.0,0.09,9,2024-12-10,C
3,7899085644543,2024-04-06,2024-12-08,247,0.494,0.633,0.589,0.442,381.0,1.54,2,2024-12-10,C
3,7899389700860,2023-03-31,2023-07-12,104,0.038,0.067,0.033,0.038,10.0,0.1,517,2024-12-10,D
3,7899389700884,2023-02-18,2023-04-21,63,0.063,0.067,0.063,0.063,7.0,0.11,599,2024-12-10,D
3,7899389702031,2022-12-08,2023-05-07,151,0.113,0.1,0.067,0.108,20.0,0.13,583,2024-12-10,D
3,7899389702048,2022-12-08,2023-05-09,153,0.15,0.2,0.133,0.108,32.0,0.21,581,2024-12-10,D
3,7899389702109,2022-12-30,2023-10-28,303,0.017,0.067,0.022,0.017,15.0,0.05,409,2024-12-10,D
3,7899389702352,2023-03-10,2023-05-31,83,0.072,0.133,0.072,0.072,11.0,0.13,559,2024-12-10,D
3,7899389702369,2023-01-19,2023-10-14,269,0.063,0.1,0.111,0.083,29.0,0.11,423,2024-12-10,D
3,7899389702598,2022-12-16,2023-10-24,313,0.061,0.067,0.067,0.075,31.0,0.1,413,2024-12-10,D
3,7899389703649,2023-03-19,2023-04-13,26,0.192,0.192,0.192,0.192,6.0,0.23,607,2024-12-10,D
3,7899389703946,2023-05-02,2023-06-09,39,0.051,0.033,0.051,0.051,2.0,0.05,550,2024-12-10,D
3,7899389703953,2023-05-02,2023-09-08,130,0.054,0.167,0.056,0.042,12.0,0.09,459,2024-12-10,D
3,7899923600120,2022-12-23,2023-02-25,65,0.108,0.067,0.108,0.108,8.0,0.12,654,2024-12-10,D
3,7908106600052,2023-02-12,2023-09-02,203,0.069,0.167,0.089,0.067,20.0,0.1,465,2024-12-10,D
3,7908106600069,2022-12-09,2023-05-23,166,0.084,0.233,0.1,0.092,19.0,0.11,567,2024-12-10,D
3,7908106600076,2022-12-31,2023-08-12,225,0.076,0.267,0.122,0.1,23.0,0.1,486,2024-12-10,D
3,7908106600229,2022-12-16,2024-11-16,702,0.09,0.233,0.178,0.133,94.0,0.13,24,2024-12-10,C
3,8412598000447,2023-04-16,2023-06-22,68,0.029,0.033,0.029,0.029,15.0,0.22,537,2024-12-10,D
3,8412598000478,2022-12-04,2024-12-09,737,0.18,0.267,0.267,0.25,524.0,0.71,1,2024-12-10,C
3,8412598001079,2022-12-18,2023-05-14,148,0.176,0.333,0.211,0.167,452.0,3.05,576,2024-12-10,D
3,8412598001628,2022-12-13,2023-07-28,228,0.14,0.133,0.167,0.217,273.0,1.2,501,2024-12-10,D
3,8412598001659,2022-12-23,2023-06-25,185,0.314,0.867,0.567,0.425,517.0,2.79,534,2024-12-10,D
3,8412598001734,2023-04-07,2023-06-08,63,0.302,0.1,0.302,0.302,411.0,6.52,551,2024-12-10,D
3,8412598002304,2023-01-14,2023-01-14,1,1.0,1.0,1.0,1.0,3.0,3.0,696,2024-12-10,D
3,8412598003370,2024-01-13,2024-11-23,316,0.019,0.1,0.044,0.033,8.0,0.03,17,2024-12-10,C
3,8412598005572,2023-04-01,2023-04-02,2,1.0,1.0,1.0,1.0,144.0,72.0,618,2024-12-10,D
3,8412598005602,2023-04-02,2023-04-04,3,0.667,0.667,0.667,0.667,48.0,16.0,616,2024-12-10,D
3,8412598034213,2022-12-20,2023-04-05,107,0.065,0.2,0.067,0.065,251.0,2.35,615,2024-12-10,D
3,8593870000079,2023-01-03,2023-09-24,265,0.072,0.233,0.122,0.1,39.0,0.15,443,2024-12-10,D
3,8712000025649,2022-12-01,2024-12-07,738,0.554,0.7,0.667,0.633,2126.0,2.88,3,2024-12-10,B
3,17898605253279,2022-12-29,2022-12-29,1,1.0,1.0,1.0,1.0,2.0,2.0,712,2024-12-10,D
3,17898605254139,2023-09-26,2024-01-25,122,0.016,0.033,0.011,0.008,2.0,0.02,320,2024-12-10,D
3,17898915949169,2024-02-10,2024-02-10,1,1.0,1.0,1.0,1.0,1.0,1.0,304,2024-12-10,D
3,17898915949190,2023-01-21,2023-01-21,1,1.0,1.0,1.0,1.0,1.0,1.0,689,2024-12-10,D
3,17898915949206,2022-12-02,2024-10-19,688,0.055,0.033,0.011,0.017,57.0,0.08,52,2024-12-10,D
3,17898915949398,2023-07-09,2023-07-09,1,1.0,1.0,1.0,1.0,1.0,1.0,520,2024-12-10,D
3,17898915949671,2022-12-12,2023-12-30,384,0.008,0.033,0.011,0.008,3.0,0.01,346,2024-12-10,D
3,17898915949794,2022-12-03,2023-07-01,211,0.033,0.033,0.033,0.033,13.0,0.06,528,2024-12-10,D
4,78905351,2022-12-01,2024-09-07,647,0.076,0.067,0.067,0.058,153.0,0.24,94,2024-12-10,D
4,78905498,2022-12-04,2024-12-08,736,0.45,0.5,0.344,0.35,2136.0,2.9,2,2024-12-10,C
4,78908901,2024-11-08,2024-12-09,32,1.0,1.0,1.0,1.0,3387.0,105.84,1,2024-12-10,C
4,78909045,2022-12-01,2024-09-17,657,0.915,1.0,0.911,0.783,41016.0,62.43,84,2024-12-10,D
4,78912939,2022-12-01,2024-12-05,736,0.898,0.033,0.522,0.642,59843.0,81.31,5,2024-12-10,C
4,78933873,2024-10-18,2024-11-06,20,1.0,1.0,1.0,1.0,4187.0,209.35,34,2024-12-10,D
4,78934115,2022-12-03,2024-12-08,737,0.366,0.667,0.3,0.267,1685.0,2.29,2,2024-12-10,C
4,78935495,2022-12-06,2024-12-09,735,0.595,0.467,0.444,0.492,4010.0,5.46,1,2024-12-10,C
4,78936478,2022-12-01,2024-12-09,740,0.793,0.867,0.767,0.817,6522.0,8.81,1,2024-12-10,B
4,78936683,2022-12-01,2024-12-09,740,0.977,0.967,0.944,0.958,35013.0,47.31,1,2024-12-10,A
4,78937765,2022-12-02,2023-12-07,371,0.825,0.767,0.833,0.825,2213.0,5.96,369,2024-12-10,D
4,78938571,2022-12-01,2024-12-05,736,0.815,0.9,0.911,0.908,5320.0,7.23,5,2024-12-10,A
4,78939745,2022-12-01,2024-12-09,740,0.855,0.933,0.933,0.95,7852.0,10.61,1,2024-12-10,A
4,78942233,2022-12-01,2023-03-12,102,0.863,0.933,0.867,0.863,612.0,6.0,639,2024-12-10,D
4,678963100206,2022-12-07,2024-12-03,728,0.158,0.267,0.233,0.2,1592.0,2.19,7,2024-12-10,C
4,4002103248675,2023-02-03,2023-11-18,289,0.038,0.067,0.056,0.042,19.0,0.07,388,2024-12-10,D
4,5410228141785,2022-12-11,2024-04-05,482,0.089,0.033,0.111,0.142,136.0,0.28,249,2024-12-10,D
4,7891149010103,2022-12-01,2024-12-08,739,0.839,0.867,0.867,0.883,30473.0,41.24,2,2024-12-10,A
4,7891149010509,2022-12-01,2024-12-09,740,0.988,1.0,1.0,1.0,70776.0,95.64,1,2024-12-10,A
4,7891149011001,2022-12-01,2024-11-22,723,0.647,0.2,0.311,0.317,4395.0,6.08,18,2024-12-10,C
4,7891149040308,2023-02-17,2024-04-13,422,0.571,0.467,0.433,0.4,931.0,2.21,241,2024-12-10,D
4,7891149040346,2024-01-20,2024-01-20,1,1.0,1.0,1.0,1.0,1.0,1.0,325,2024-12-10,D
4,7891149100002,2022-12-01,2024-12-07,738,0.804,0.767,0.789,0.792,2565.0,3.48,3,2024-12-10,A
4,7891149100019,2022-12-01,2024-12-09,740,0.75,0.833,0.8,0.825,1854.0,2.51,1,2024-12-10,B
4,7891149101528,2022-12-01,2024-10-14,684,0.829,1.0,0.989,0.967,5597.0,8.18,57,2024-12-10,D
4,7891149102303,2024-05-16,2024-07-24,70,0.043,0.033,0.043,0.043,3.0,0.04,139,2024-12-10,D
4,7891149102488,2024-03-14,2024-03-14,1,1.0,1.0,1.0,1.0,1.0,1.0,271,2024-12-10,D
4,7891149102808,2022-12-01,2024-12-09,740,0.832,0.933,0.978,0.975,5547.0,7.5,1,2024-12-10,A
4,7891149103065,2022-12-01,2024-07-09,587,0.45,0.133,0.467,0.475,1834.0,3.12,154,2024-12-10,D
4,7891149103072,2022-12-02,2024-05-18,534,0.09,0.2,0.178,0.167,87.0,0.16,206,2024-12-10,D
4,7891149103300,2022-12-01,2024-12-09,740,0.874,0.8,0.856,0.858,36480.0,49.3,1,2024-12-10,A
4,7891149104932,2022-12-01,2024-12-10,741,0.838,1.0,1.0,1.0,14111.0,19.04,0,2024-12-10,A
4,7891149104949,2024-08-22,2024-11-16,87,0.034,0.067,0.034,0.034,5.0,0.06,24,2024-12-10,C
4,7891149104956,2022-12-02,2024-04-05,491,0.253,0.333,0.367,0.375,801.0,1.63,249,2024-12-10,D
4,7891149104963,2023-08-05,2023-12-08,126,0.04,0.067,0.033,0.033,6.0,0.05,368,2024-12-10,D
4,7891149107476,2022-12-02,2023-09-06,279,0.161,0.533,0.3,0.233,130.0,0.47,461,2024-12-10,D
4,7891149107490,2022-12-17,2024-10-31,685,0.126,0.167,0.156,0.208,213.0,0.31,40,2024-12-10,D
4,7891149107513,2022-12-02,2024-12-09,739,0.172,0.133,0.178,0.217,317.0,0.43,1,2024-12-10,C
4,7891149107773,2022-12-01,2024-12-09,740,0.868,0.9,0.889,0.858,4643.0,6.27,1,2024-12-10,A
4,7891149107797,2022-12-01,2024-12-09,740,0.831,1.0,0.978,0.967,3990.0,5.39,1,2024-12-10,A
4,7891149108053,2022-12-30,2023-11-07,313,0.054,0.267,0.1,0.075,35.0,0.11,399,2024-12-10,D
4,7891149108282,2022-12-01,2024-12-09,740,0.527,0.3,0.444,0.333,5481.0,7.41,1,2024-12-10,C
4,7891149108428,2022-12-02,2023-07-16,227,0.295,0.167,0.211,0.175,402.0,1.77,513,2024-12-10,D
4,7891149108435,2023-05-17,2023-05-17,1,1.0,1.0,1.0,1.0,1.0,1.0,573,2024-12-10,D
4,7891149108466,2023-06-06,2024-09-05,458,0.072,0.4,0.133,0.1,353.0,0.77,96,2024-12-10,D
4,7891149108510,2022-12-10,2024-11-29,721,0.094,0.233,0.133,0.142,104.0,0.14,11,2024-12-10,C
4,7891149108534,2022-12-11,2024-05-19,526,0.175,0.3,0.189,0.183,142.0,0.27,205,2024-12-10,D
4,7891149108640,2024-06-10,2024-11-25,169,0.112,0.167,0.056,0.042,78.0,0.46,15,2024-12-10,C
4,7891149108695,2022-12-01,2024-11-28,729,0.11,0.167,0.1,0.108,130.0,0.18,12,2024-12-10,C
4,7891149108718,2022-12-01,2024-12-08,739,0.904,0.933,0.878,0.908,11881.0,16.08,2,2024-12-10,A
4,7891149108725,2022-12-09,2024-12-07,730,0.211,0.2,0.244,0.208,306.0,0.42,3,2024-12-10,C
4,7891149108732,2022-12-08,2024-01-12,401,0.01,0.067,0.022,0.017,4.0,0.01,333,2024-12-10,D
4,7891149108749,2023-02-18,2024-12-09,661,0.747,0.767,0.733,0.7,5561.0,8.41,1,2024-12-10,B
4,7891149108756,2023-02-23,2024-12-01,648,0.088,0.067,0.1,0.075,90.0,0.14,9,2024-12-10,C
4,7891149108763,2023-02-23,2024-08-31,556,0.013,0.033,0.022,0.033,7.0,0.01,101,2024-12-10,D
4,7891149109005,2023-02-22,2024-08-27,553,0.467,0.4,0.367,0.375,734.0,1.33,105,2024-12-10,D
4,7891149109722,2023-02-05,2023-11-25,294,0.105,0.233,0.156,0.117,64.0,0.22,381,2024-12-10,D
4,7891149109746,2022-12-01,2023-12-23,388,0.796,0.233,0.467,0.583,8222.0,21.19,353,2024-12-10,D
4,7891149109753,2022-12-03,2023-10-20,322,0.227,0.067,0.111,0.133,113.0,0.35,417,2024-12-10,D
4,7891149200306,2023-09-17,2023-09-17,1,1.0,1.0,1.0,1.0,1.0,1.0,450,2024-12-10,D
4,7891149200504,2022-12-01,2024-12-10,741,0.993,1.0,1.0,1.0,83286.0,112.4,0,2024-12-10,A
4,7891149201006,2022-12-01,2024-12-08,739,0.689,0.567,0.311,0.325,11074.0,14.99,2,2024-12-10,B
4,7891149210305,2023-01-28,2024-03-09,407,0.413,0.267,0.311,0.25,1051.0,2.58,276,2024-12-10,D
4,7891149210343,2023-05-10,2023-09-16,130,0.085,0.033,0.089,0.075,13.0,0.1,451,2024-12-10,D
4,7891149210503,2022-12-01,2024-10-19,689,0.776,0.7,0.778,0.758,3082.0,4.47,52,2024-12-10,D
4,7891149440603,2022-12-01,2024-12-09,740,0.747,0.933,0.956,0.967,2398.0,3.24,1,2024-12-10,B
4,7891149440801,2022-12-01,2024-12-10,741,0.95,1.0,1.0,1.0,12367.0,16.69,0,2024-12-10,A
4,7891149840915,2022-12-01,2023-10-06,310,0.884,0.3,0.744,0.733,7100.0,22.9,431,2024-12-10,D
4,7891149840922,2022-12-03,2023-09-01,273,0.253,0.333,0.2,0.242,109.0,0.4,466,2024-12-10,D
4,7891149841011,2022-12-01,2024-12-08,739,0.842,0.667,0.744,0.75,4731.0,6.4,2,2024-12-10,B
4,7891991000178,2022-12-01,2024-11-27,728,0.891,0.967,0.944,0.95,29666.0,40.75,13,2024-12-10,A
4,7891991000727,2022-12-01,2024-12-10,741,0.937,1.0,1.0,1.0,7286.0,9.83,0,2024-12-10,A
4,7891991000796,2022-12-01,2024-12-09,740,0.991,1.0,1.0,1.0,126303.0,170.68,1,2024-12-10,A
4,7891991000819,2023-09-21,2024-12-09,446,0.722,0.8,0.744,0.733,1301.0,2.92,1,2024-12-10,B
4,7891991000826,2022-12-01,2024-12-09,740,0.978,1.0,1.0,1.0,8572.0,11.58,1,2024-12-10,A
4,7891991000833,2023-09-22,2024-12-04,440,0.675,0.767,0.656,0.692,1249.0,2.84,6,2024-12-10,B
4,7891991000840,2022-12-01,2024-12-10,741,0.962,1.0,0.989,0.992,15700.0,21.19,0,2024-12-10,A
4,7891991000888,2022-12-01,2024-12-09,740,0.873,0.933,0.7,0.775,10042.0,13.57,1,2024-12-10,A
4,7891991001342,2022-12-01,2024-12-10,741,0.98,1.0,1.0,1.0,19434.0,26.23,0,2024-12-10,A
4,7891991001359,2022-12-01,2024-12-09,740,0.473,0.8,0.778,0.775,932.0,1.26,1,2024-12-10,C
4,7891991001373,2022-12-01,2024-12-10,741,0.856,1.0,1.0,1.0,9302.0,12.55,0,2024-12-10,A
4,7891991001380,2022-12-02,2024-12-10,740,0.582,0.767,0.822,0.817,1254.0,1.69,0,2024-12-10,B
4,7891991002141,2023-07-12,2024-12-08,516,0.376,0.3,0.289,0.325,295.0,0.57,2,2024-12-10,C
4,7891991002189,2023-12-01,2024-09-28,303,0.017,0.033,0.011,0.008,7.0,0.02,73,2024-12-10,D
4,7891991002202,2024-06-06,2024-11-02,150,0.02,0.033,0.022,0.017,5.0,0.03,38,2024-12-10,D
4,7891991002240,2024-09-05,2024-10-08,34,0.088,0.067,0.088,0.088,4.0,0.12,63,2024-12-10,D
4,7891991002288,2023-12-22,2023-12-22,1,1.0,1.0,1.0,1.0,1.0,1.0,354,2024-12-10,D
4,7891991002301,2024-06-13,2024-12-07,178,0.034,0.033,0.022,0.025,6.0,0.03,3,2024-12-10,C
4,7891991002509,2024-11-29,2024-11-29,1,1.0,1.0,1.0,1.0,1.0,1.0,11,2024-12-10,C
4,7891991002561,2022-12-01,2024-12-09,740,0.922,1.0,1.0,1.0,19894.0,26.88,1,2024-12-10,A
4,7891991002646,2022-12-02,2024-12-09,739,0.566,0.6,0.756,0.658,1798.0,2.43,1,2024-12-10,B
4,7891991002684,2022-12-01,2024-12-04,735,0.535,0.4,0.367,0.292,2098.0,2.85,6,2024-12-10,C
4,7891991003438,2023-02-10,2024-02-08,364,0.038,0.067,0.078,0.058,119.0,0.33,306,2024-12-10,D
4,7891991005258,2023-09-08,2023-12-22,106,0.179,0.2,0.144,0.179,312.0,2.94,354,2024-12-10,D
4,7891991006088,2023-09-05,2023-12-22,109,0.817,0.933,0.822,0.817,1846.0,16.94,354,2024-12-10,D
4,7891991006125,2023-11-10,2023-11-10,1,1.0,1.0,1.0,1.0,1.0,1.0,396,2024-12-10,D
4,7891991008761,2022-12-01,2024-12-09,740,0.878,1.0,1.0,1.0,13378.0,18.08,1,2024-12-10,A
4,7891991008785,2022-12-01,2024-12-09,740,0.474,1.0,0.856,0.75,2853.0,3.86,1,2024-12-10,C
4,7891991010023,2022-12-01,2024-12-09,740,0.991,1.0,1.0,1.0,88983.0,120.25,1,2024-12-10,A
4,7891991010047,2022-12-06,2024-11-23,719,0.099,0.067,0.022,0.017,117.0,0.16,17,2024-12-10,C
4,7891991010153,2022-12-01,2023-07-04,216,0.898,0.767,0.878,0.858,4109.0,19.02,525,2024-12-10,D
4,7891991010481,2022-12-01,2024-12-09,740,0.951,1.0,1.0,1.0,68048.0,91.96,1,2024-12-10,A
4,7891991010542,2022-12-01,2024-12-08,739,0.512,0.367,0.278,0.208,1772.0,2.4,2,2024-12-10,C
4,7891991011877,2022-12-02,2024-12-08,738,0.247,0.333,0.356,0.358,1246.0,1.69,2,2024-12-10,C
4,7891991012867,2022-12-01,2024-12-06,737,0.522,0.467,0.322,0.375,2555.0,3.47,4,2024-12-10,C
4,7891991013772,2022-12-16,2024-11-23,709,0.482,0.5,0.522,0.508,6720.0,9.48,17,2024-12-10,C
4,7891991014236,2022-12-01,2024-02-15,442,0.765,0.667,0.756,0.75,5814.0,13.15,299,2024-12-10,D
4,7891991014243,2022-12-21,2024-02-07,414,0.116,0.133,0.122,0.133,80.0,0.19,307,2024-12-10,D
4,7891991014670,2022-12-01,2024-12-09,740,0.934,0.933,0.944,0.908,8484.0,11.46,1,2024-12-10,A
4,7891991014717,2022-12-01,2024-09-21,661,0.245,0.133,0.1,0.1,631.0,0.95,80,2024-12-10,D
4,7891991014724,2022-12-23,2024-04-25,490,0.004,0.033,0.011,0.008,3.0,0.01,229,2024-12-10,D
4,7891991014762,2022-12-01,2024-12-09,740,0.955,1.0,0.989,0.983,12888.0,17.42,1,2024-12-10,A
4,7891991014779,2022-12-01,2024-11-29,730,0.188,0.133,0.178,0.208,257.0,0.35,11,2024-12-10,C
4,7891991014809,2022-12-01,2024-02-28,455,0.299,0.367,0.333,0.308,835.0,1.84,286,2024-12-10,D
4,7891991014816,2022-12-02,2024-01-20,415,0.029,0.067,0.033,0.025,28.0,0.07,325,2024-12-10,D
4,7891991014861,2022-12-01,2024-10-14,684,0.738,0.5,0.456,0.35,5158.0,7.54,57,2024-12-10,D
4,7891991014908,2022-12-01,2024-12-09,740,0.822,0.633,0.644,0.733,52091.0,70.39,1,2024-12-10,B
4,7891991014984,2022-12-01,2024-12-09,740,0.67,0.5,0.633,0.483,7209.0,9.74,1,2024-12-10,B
4,7891991015462,2022-12-01,2024-12-08,739,0.842,0.8,0.733,0.592,8563.0,11.59,2,2024-12-10,A
4,7891991015486,2022-12-21,2024-12-07,718,0.096,0.233,0.156,0.117,109.0,0.15,3,2024-12-10,C
4,7891991015493,2022-12-01,2024-12-09,740,0.985,0.967,0.989,0.992,37432.0,50.58,1,2024-12-10,A
4,7891991015868,2022-12-01,2024-11-12,713,0.604,0.6,0.522,0.392,3673.0,5.15,28,2024-12-10,B
4,7891991015929,2022-12-01,2024-12-09,740,0.593,0.267,0.578,0.592,3726.0,5.04,1,2024-12-10,C
4,7891991015943,2023-11-23,2024-08-02,254,0.449,0.8,0.5,0.483,834.0,3.28,130,2024-12-10,D
4,7891991015967,2023-09-30,2024-06-07,252,0.254,0.5,0.233,0.192,533.0,2.12,186,2024-12-10,D
4,7891991015981,2023-11-23,2024-02-24,94,0.872,1.0,0.878,0.872,556.0,5.91,290,2024-12-10,D
4,7891991016001,2022-12-01,2024-12-08,739,0.629,0.667,0.633,0.625,1476.0,2.0,2,2024-12-10,B
4,7891991016124,2022-12-01,2024-12-09,740,0.75,0.367,0.711,0.783,25933.0,35.04,1,2024-12-10,C
4,7891991016223,2022-12-01,2024-12-08,739,0.854,0.833,0.789,0.592,12810.0,17.33,2,2024-12-10,A
4,7891991016230,2022-12-01,2024-12-08,739,0.422,0.4,0.3,0.225,796.0,1.08,2,2024-12-10,C
4,7891991294263,2022-12-01,2024-11-29,730,0.259,0.1,0.067,0.067,1567.0,2.15,11,2024-12-10,C
4,7891991294270,2022-12-04,2024-05-10,524,0.061,0.1,0.056,0.05,78.0,0.15,214,2024-12-10,D
4,7891991294942,2022-12-01,2024-12-10,741,0.919,1.0,1.0,0.908,42643.0,57.55,0,2024-12-10,A
4,7891991294959,2022-12-01,2024-12-08,739,0.581,0.6,0.522,0.4,1286.0,1.74,2,2024-12-10,B
4,7891991295055,2023-07-06,2024-12-08,522,0.854,0.867,0.778,0.775,6995.0,13.4,2,2024-12-10,A
4,7891991295062,2023-07-20,2024-12-07,507,0.209,0.267,0.322,0.35,197.0,0.39,3,2024-12-10,C
4,7891991295086,2022-12-09,2024-12-09,732,0.154,0.033,0.022,0.033,585.0,0.8,1,2024-12-10,C
4,7891991295093,2022-12-02,2024-11-23,723,0.014,0.033,0.011,0.008,12.0,0.02,17,2024-12-10,C
4,7891991295109,2022-12-01,2023-07-28,240,0.267,0.333,0.167,0.125,381.0,1.59,501,2024-12-10,D
4,7891991295116,2022-12-18,2024-07-14,575,0.059,0.033,0.056,0.042,98.0,0.17,149,2024-12-10,D
4,7891991295185,2022-12-16,2024-11-14,700,0.359,0.367,0.289,0.283,4607.0,6.58,26,2024-12-10,C
4,7891991296342,2022-12-01,2024-12-09,740,0.792,1.0,0.967,0.95,2550.0,3.45,1,2024-12-10,B
4,7891991296441,2022-12-01,2023-09-26,300,0.483,0.5,0.533,0.492,1045.0,3.48,441,2024-12-10,D
4,7891991296458,2022-12-28,2023-09-30,277,0.029,0.1,0.044,0.033,13.0,0.05,437,2024-12-10,D
4,7891991297172,2022-12-01,2024-12-10,741,0.753,1.0,0.867,0.9,3959.0,5.34,0,2024-12-10,B
4,7891991297424,2022-12-01,2024-12-09,740,0.966,1.0,1.0,1.0,51877.0,70.1,1,2024-12-10,A
4,7891991297431,2022-12-01,2024-12-09,740,0.693,0.867,0.856,0.792,1646.0,2.22,1,2024-12-10,B
4,7891991297479,2022-12-01,2024-12-09,740,0.773,0.467,0.622,0.658,6789.0,9.17,1,2024-12-10,C
4,7891991297486,2022-12-03,2024-12-09,738,0.11,0.1,0.089,0.108,153.0,0.21,1,2024-12-10,C
4,7891991297547,2022-12-01,2024-12-08,739,0.265,0.167,0.122,0.108,826.0,1.12,2,2024-12-10,C
4,7891991297554,2023-08-10,2023-08-10,1,1.0,1.0,1.0,1.0,1.0,1.0,488,2024-12-10,D
4,7891991297738,2022-12-01,2023-07-15,227,0.326,0.033,0.189,0.183,226.0,1.0,514,2024-12-10,D
4,7891991298247,2022-12-01,2024-12-02,733,0.705,0.7,0.7,0.683,2729.0,3.72,8,2024-12-10,B
4,7891991298254,2022-12-01,2024-10-05,675,0.721,0.633,0.5,0.375,3725.0,5.52,66,2024-12-10,D
4,7891991298407,2022-12-01,2024-12-10,741,0.781,0.833,0.878,0.883,11605.0,15.66,0,2024-12-10,B
4,7891991298414,2023-08-30,2024-11-08,437,0.032,0.033,0.022,0.017,31.0,0.07,32,2024-12-10,D
4,7891991298421,2022-12-01,2024-12-08,739,0.456,0.467,0.644,0.7,2876.0,3.89,2,2024-12-10,C
4,7891991298476,2022-12-01,2023-08-05,248,0.306,0.233,0.378,0.375,660.0,2.66,493,2024-12-10,D
4,7891991298483,2023-06-18,2023-06-23,6,0.5,0.5,0.5,0.5,8.0,1.33,536,2024-12-10,D
4,7891991298513,2022-12-01,2024-12-10,741,0.897,0.967,0.878,0.892,3923.0,5.29,0,2024-12-10,A
4,7891991298537,2022-12-01,2024-12-08,739,0.719,0.967,0.922,0.808,2345.0,3.17,2,2024-12-10,B
4,7891991298575,2022-12-02,2024-01-14,409,0.144,0.067,0.056,0.083,182.0,0.44,331,2024-12-10,D
4,7891991298674,2022-12-01,2024-10-16,686,0.617,0.933,0.367,0.442,4482.0,6.53,55,2024-12-10,D
4,7891991299619,2022-12-01,2024-12-08,739,0.234,0.567,0.622,0.508,1471.0,1.99,2,2024-12-10,C
4,7891991299732,2022-12-01,2023-04-09,130,0.6,0.867,0.589,0.567,242.0,1.86,611,2024-12-10,D
4,7891991299749,2022-12-02,2023-09-02,275,0.331,0.7,0.411,0.358,292.0,1.06,465,2024-12-10,D
4,7891991299787,2022-12-06,2023-05-11,157,0.344,0.567,0.3,0.3,232.0,1.48,579,2024-12-10,D
4,7891991299824,2022-12-01,2023-03-16,106,0.443,0.533,0.389,0.443,125.0,1.18,635,2024-12-10,D
4,7891991299848,2022-12-01,2023-03-18,108,0.565,0.567,0.544,0.565,180.0,1.67,633,2024-12-10,D
4,7891991299855,2022-12-01,2022-12-31,31,0.613,0.6,0.613,0.613,132.0,4.26,710,2024-12-10,D
4,7891991299879,2022-12-05,2023-03-28,114,0.719,0.667,0.678,0.719,474.0,4.16,623,2024-12-10,D
4,7891991300810,2022-12-08,2024-12-09,733,0.769,0.567,0.733,0.8,4461.0,6.09,1,2024-12-10,B
4,7891991300957,2023-08-17,2023-10-11,56,0.232,0.2,0.232,0.232,48.0,0.86,426,2024-12-10,D
4,7891991300971,2023-07-07,2024-02-08,217,0.189,0.3,0.256,0.242,72.0,0.33,306,2024-12-10,D
4,7891991301619,2023-08-17,2023-08-27,11,0.636,0.636,0.636,0.636,20.0,1.82,471,2024-12-10,D
4,7891991301831,2022-12-02,2024-12-08,738,0.32,0.233,0.289,0.258,874.0,1.18,2,2024-12-10,C
4,7891991301855,2022-12-02,2024-12-07,737,0.231,0.3,0.278,0.275,970.0,1.32,3,2024-12-10,C
4,7891991301862,2023-03-29,2023-04-01,4,0.75,0.75,0.75,0.75,33.0,8.25,619,2024-12-10,D
4,7891991301893,2022-12-03,2024-12-08,737,0.303,0.333,0.378,0.325,837.0,1.14,2,2024-12-10,C
